SKU,Brand,Line,Subline,Series,Wrestler,Year,Category,attribute:pa_brand,attribute:pa_line,attribute:pa_subline,attribute:pa_series,attribute:pa_wrestler,attribute:pa_year-attrib,images
Elite1,Mattel,Elite,Elites,Series 1,Edge,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 1,Edge,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 1/Edge.jpg
Elite2,Mattel,Elite,Elites,Series 1,Undertaker,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 1,Undertaker,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 1/Undertaker.jpg
Elite3,Mattel,Elite,Elites,Series 1,CM Punk,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 1,CM Punk,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 1/CM Punk.jpg
Elite4,Mattel,Elite,Elites,Series 1,MVP,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 1,MVP,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 1/MVP.jpg
Elite5,Mattel,Elite,Elites,Series 1,Rey Mysterio,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 1,Rey Mysterio,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 1/Rey Mysterio.jpg
Elite6,Mattel,Elite,Elites,Series 1,Jeff Hardy (Proto),2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 1,Jeff Hardy,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 1/Jeff Hardy (Proto).jpg
Elite7,Mattel,Elite,Elites,Series 2,R-Truth,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 2,R-Truth,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 2/R-Truth.jpg
Elite8,Mattel,Elite,Elites,Series 2,Matt Hardy,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 2,Matt Hardy,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 2/Matt Hardy.jpg
Elite9,Mattel,Elite,Elites,Series 2,Randy Orton,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 2,Randy Orton,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 2/Randy Orton.jpg
Elite10,Mattel,Elite,Elites,Series 2,Triple H,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 2,Triple H,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 2/Triple H.jpg
Elite11,Mattel,Elite,Elites,Series 2,Batista,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 2,Batista,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 2/Batista.jpg
Elite12,Mattel,Elite,Elites,Series 2,Ted Dibiase,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 2,Ted Dibiase,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 2/Ted Dibiase.jpg
Elite13,Mattel,Elite,Elites,Series 3,Christian,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 3,Christian,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 3/Christian.jpg
Elite14,Mattel,Elite,Elites,Series 3,The Miz,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 3,The Miz,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 3/The Miz.jpg
Elite15,Mattel,Elite,Elites,Series 3,Shawn Michaels,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 3,Shawn Michaels,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 3/Shawn Michaels.jpg
Elite16,Mattel,Elite,Elites,Series 3,John Cena,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 3,John Cena,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 3/John Cena.jpg
Elite17,Mattel,Elite,Elites,Series 3,Cody Rhodes,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 3,Cody Rhodes,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 3/Cody Rhodes.jpg
Elite18,Mattel,Elite,Elites,Series 3,Santino Marella,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 3,Santino Marella,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 3/Santino Marella.jpg
Elite19,Mattel,Elite,Elites,Series 4,Big Show,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 4,Big Show,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 4/Big Show.jpg
Elite20,Mattel,Elite,Elites,Series 4,Kane,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 4,Kane,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 4/Kane.jpg
Elite21,Mattel,Elite,Elites,Series 4,John Morrison,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 4,John Morrison,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 4/John Morrison.jpg
Elite22,Mattel,Elite,Elites,Series 4,Kofi Kingston,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 4,Kofi Kingston,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 4/Kofi Kingston.jpg
Elite23,Mattel,Elite,Elites,Series 4,Finlay,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 4,Finlay,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 4/Finlay.jpg
Elite24,Mattel,Elite,Elites,Series 4,Chris Jericho (Purple),2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 4,Chris Jericho,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 4/Chris Jericho (Purple).jpg
Elite25,Mattel,Elite,Elites,Series 4,Chris Jericho (Blue),2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 4,Chris Jericho,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 4/Chris Jericho (Blue).jpg
Elite26,Mattel,Elite,Elites,Series 5,Dolph Ziggler,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 5,Dolph Ziggler,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 5/Dolph Ziggler.jpg
Elite27,Mattel,Elite,Elites,Series 5,Rey Mysterio,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 5,Rey Mysterio,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 5/Rey Mysterio.jpg
Elite28,Mattel,Elite,Elites,Series 5,Vladimir Kozlov,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 5,Vladimir Kozlov,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 5/Vladimir Kozlov.jpg
Elite29,Mattel,Elite,Elites,Series 5,Chavo Guerrero,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 5,Chavo Guerrero,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 5/Chavo Guerrero.jpg
Elite30,Mattel,Elite,Elites,Series 5,Jack Swagger,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 5,Jack Swagger,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 5/Jack Swagger.jpg
Elite31,Mattel,Elite,Elites,Series 5,Mark Henry,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 5,Mark Henry,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 5/Mark Henry.jpg
Elite32,Mattel,Elite,Elites,Series 6,Batista,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 6,Batista,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 6/Batista.jpg
Elite33,Mattel,Elite,Elites,Series 6,Matt Hardy,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 6,Matt Hardy,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 6/Matt Hardy.jpg
Elite34,Mattel,Elite,Elites,Series 6,Shad,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 6,Shad,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 6/Shad.jpg
Elite35,Mattel,Elite,Elites,Series 6,JTG,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 6,JTG,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 6/JTG.jpg
Elite36,Mattel,Elite,Elites,Series 6,Goldust,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 6,Goldust,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 6/Goldust.jpg
Elite37,Mattel,Elite,Elites,Series 6,CM Punk,2010,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 6,CM Punk,2010,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 6/CM Punk.jpg
Elite44,Mattel,Elite,Elites,Series 7,John Cena,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 7,John Cena,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 7/John Cena.jpg
Elite45,Mattel,Elite,Elites,Series 7,Triple H,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 7,Triple H,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 7/Triple H.jpg
Elite46,Mattel,Elite,Elites,Series 7,Shawn Michaels,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 7,Shawn Michaels,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 7/Shawn Michaels.jpg
Elite47,Mattel,Elite,Elites,Series 7,Hornswoggle,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 7,Hornswoggle,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 7/Hornswoggle.jpg
Elite48,Mattel,Elite,Elites,Series 7,David Hart Smith,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 7,David Hart Smith,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 7/David Hart Smith.jpg
Elite49,Mattel,Elite,Elites,Series 7,Tyson Kidd,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 7,Tyson Kidd,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 7/Tyson Kidd.jpg
Elite50,Mattel,Elite,Elites,Series 8,Drew McIntyre,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 8,Drew McIntyre,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 8/Drew McIntyre.jpg
Elite51,Mattel,Elite,Elites,Series 8,Sheamus,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 8,Sheamus,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 8/Sheamus.jpg
Elite52,Mattel,Elite,Elites,Series 8,Evan Bourne,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 8,Evan Bourne,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 8/Evan Bourne.jpg
Elite53,Mattel,Elite,Elites,Series 8,Undertaker,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 8,Undertaker,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 8/Undertaker.jpg
Elite54,Mattel,Elite,Elites,Series 8,William Regal,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 8,William Regal,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 8/William Regal.jpg
Elite55,Mattel,Elite,Elites,Series 8,Edge,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 8,Edge,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 8/Edge.jpg
Elite56,Mattel,Elite,Elites,Series 9,Zack Ryder,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 9,Zack Ryder,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 9/Zack Ryder.jpg
Elite57,Mattel,Elite,Elites,Series 9,The Miz,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 9,The Miz,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 9/The Miz.jpg
Elite58,Mattel,Elite,Elites,Series 9,Randy Orton,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 9,Randy Orton,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 9/Randy Orton.jpg
Elite59,Mattel,Elite,Elites,Series 9,Kofi Kingston,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 9,Kofi Kingston,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 9/Kofi Kingston.jpg
Elite60,Mattel,Elite,Elites,Series 9,MVP,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 9,MVP,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 9/MVP.jpg
Elite61,Mattel,Elite,Elites,Series 9,Luke Gallows,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 9,Luke Gallows,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 9/Luke Gallows.jpg
Elite62,Mattel,Elite,Elites,Series 10,R-Truth,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 10,R-Truth,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 10/R-Truth.jpg
Elite63,Mattel,Elite,Elites,Series 10,Kane,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 10,Kane,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 10/Kane.jpg
Elite64,Mattel,Elite,Elites,Series 10,Ted Dibiase,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 10,Ted Dibiase,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 10/Ted Dibiase.jpg
Elite65,Mattel,Elite,Elites,Series 10,John Morrison,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 10,John Morrison,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 10/John Morrison.jpg
Elite66,Mattel,Elite,Elites,Series 10,Big Show,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 10,Big Show,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 10/Big Show.jpg
Elite67,Mattel,Elite,Elites,Series 10,Yoshi Tatsu,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 10,Yoshi Tatsu,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 10/Yoshi Tatsu.jpg
Elite73,Mattel,Elite,Elites,Series 11,John Cena,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 11,John Cena,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 11/John Cena.jpg
Elite74,Mattel,Elite,Elites,Series 11,CM Punk,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 11,CM Punk,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 11/CM Punk.jpg
Elite75,Mattel,Elite,Elites,Series 11,The Miz,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 11,The Miz,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 11/The Miz.jpg
Elite76,Mattel,Elite,Elites,Series 11,Wade Barrett,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 11,Wade Barrett,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 11/Wade Barrett.jpg
Elite77,Mattel,Elite,Elites,Series 11,Christian,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 11,Christian,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 11/Christian.jpg
Elite78,Mattel,Elite,Elites,Series 11,Rey Mysterio,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 11,Rey Mysterio,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 11/Rey Mysterio.jpg
Elite79,Mattel,Elite,Elites,Series 12,Daniel Bryan,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 12,Daniel Bryan,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 12/Daniel Bryan.jpg
Elite80,Mattel,Elite,Elites,Series 12,Randy Orton,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 12,Randy Orton,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 12/Randy Orton.jpg
Elite81,Mattel,Elite,Elites,Series 12,Alberto Del Rio,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 12,Alberto Del Rio,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 12/Alberto Del Rio.jpg
Elite82,Mattel,Elite,Elites,Series 12,Justin Gabriel,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 12,Justin Gabriel,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 12/Justin Gabriel.jpg
Elite83,Mattel,Elite,Elites,Series 12,Kane ,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 12,Kane ,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 12/Kane .jpg
Elite84,Mattel,Elite,Elites,Series 12,Papa Shango,2011,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 12,Papa Shango,2011,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 12/Papa Shango.jpg
Elite85,Mattel,Elite,Elites,Series 13,Cody Rhodes,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 13,Cody Rhodes,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 13/Cody Rhodes.jpg
Elite86,Mattel,Elite,Elites,Series 13,Big Show,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 13,Big Show,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 13/Big Show.jpg
Elite87,Mattel,Elite,Elites,Series 13,Dolph Ziggler,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 13,Dolph Ziggler,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 13/Dolph Ziggler.jpg
Elite88,Mattel,Elite,Elites,Series 13,Rey Mysterio,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 13,Rey Mysterio,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 13/Rey Mysterio.jpg
Elite89,Mattel,Elite,Elites,Series 13,Edge,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 13,Edge,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 13/Edge.jpg
Elite90,Mattel,Elite,Elites,Series 13,Sheamus,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 13,Sheamus,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 13/Sheamus.jpg
Elite91,Mattel,Elite,Elites,Series 14,The Rock,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 14,The Rock,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 14/The Rock.jpg
Elite92,Mattel,Elite,Elites,Series 14,John Cena,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 14,John Cena,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 14/John Cena.jpg
Elite93,Mattel,Elite,Elites,Series 14,Undertaker,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 14,Undertaker,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 14/Undertaker.jpg
Elite94,Mattel,Elite,Elites,Series 14,Alberto Del Rio,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 14,Alberto Del Rio,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 14/Alberto Del Rio.jpg
Elite95,Mattel,Elite,Elites,Series 14,Big Bossman,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 14,Big Bossman,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 14/Big Bossman.jpg
Elite96,Mattel,Elite,Elites,Series 14,Booker T,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 14,Booker T,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 14/Booker T.jpg
Elite97,Mattel,Elite,Elites,Series 15,Yokozuna,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 15,Yokozuna,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 15/Yokozuna.jpg
Elite98,Mattel,Elite,Elites,Series 15,R-Truth,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 15,R-Truth,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 15/R-Truth.jpg
Elite99,Mattel,Elite,Elites,Series 15,Sin Cara,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 15,Sin Cara,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 15/Sin Cara.jpg
Elite100,Mattel,Elite,Elites,Series 15,Rey Mysterio,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 15,Rey Mysterio,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 15/Rey Mysterio.jpg
Elite101,Mattel,Elite,Elites,Series 15,Evan Bourne,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 15,Evan Bourne,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 15/Evan Bourne.jpg
Elite102,Mattel,Elite,Elites,Series 15,Mark Henry,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 15,Mark Henry,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 15/Mark Henry.jpg
Elite103,Mattel,Elite,Elites,Series 16,CM Punk,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 16,CM Punk,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 16/CM Punk.jpg
Elite104,Mattel,Elite,Elites,Series 16,Kevin Nash,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 16,Kevin Nash,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 16/Kevin Nash.jpg
Elite105,Mattel,Elite,Elites,Series 16,Diesel,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 16,Diesel,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 16/Diesel.jpg
Elite106,Mattel,Elite,Elites,Series 16,Heath Slater,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 16,Heath Slater,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 16/Heath Slater.jpg
Elite107,Mattel,Elite,Elites,Series 16,Ezekiel Jackson,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 16,Ezekiel Jackson,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 16/Ezekiel Jackson.jpg
Elite108,Mattel,Elite,Elites,Series 16,The Rock,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 16,The Rock,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 16/The Rock.jpg
Elite109,Mattel,Elite,Elites,Series 16,Randy Orton,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 16,Randy Orton,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 16/Randy Orton.jpg
Elite110,Mattel,Elite,Elites,Series 17,John Cena,2012,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 17,John Cena,2012,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 17/John Cena.jpg
