SKU,Brand,Line,Subline,Series,Wrestler,Year,Category,attribute:pa_brand,attribute:pa_line,attribute:pa_subline,attribute:pa_series,attribute:pa_wrestler,attribute:pa_year-attrib,images
Elite402,Mattel,Elite,Elites,Series 64,Pete Dunne,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 64,Pete Dunne,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 64/Pete Dunne.jpg
Elite403,Mattel,Elite,Elites,Series 64,Samoa Joe,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 64,Samoa Joe,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 64/Samoa Joe.jpg
Elite404,Mattel,Elite,Elites,Series 64,John Cena,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 64,John Cena,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 64/John Cena.jpg
Elite405,Mattel,Elite,Elites,Series 64,Seth Rollins,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 64,Seth Rollins,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 64/Seth Rollins.jpg
Elite406,Mattel,Elite,Elites,Series 64,Jimmy Uso,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 64,Jimmy Uso,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 64/Jimmy Uso.jpg
Elite407,Mattel,Elite,Elites,Series 64,Jey Uso,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 64,Jey Uso,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 64/Jey Uso.jpg
Elite408,Mattel,Elite,Elites,Series 65,Nia Jax,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 65,Nia Jax,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 65/Nia Jax.jpg
Elite409,Mattel,Elite,Elites,Series 65,Eric Young,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 65,Eric Young,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 65/Eric Young.jpg
Elite410,Mattel,Elite,Elites,Series 65,Ronda Rousey,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 65,Ronda Rousey,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 65/Ronda Rousey.jpg
Elite411,Mattel,Elite,Elites,Series 65,Roman Reigns,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 65,Roman Reigns,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 65/Roman Reigns.jpg
Elite412,Mattel,Elite,Elites,Series 65,Rusev,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 65,Rusev,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 65/Rusev.jpg
Elite413,Mattel,Elite,Elites,Series 65,Aiden English,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 65,Aiden English,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 65/Aiden English.jpg
Elite414,Mattel,Elite,Elites,Series 65,Aiden English (Chase),2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 65,Aiden English,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 65/Aiden English (Chase).jpg
Elite415,Mattel,Elite,Elites,Series 65,Sensational Sherri,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 65,Sensational Sherri,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 65/Sensational Sherri.jpg
Elite416,Mattel,Elite,Elites,Series 66,Kurt Angle,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 66,Kurt Angle,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 66/Kurt Angle.jpg
Elite417,Mattel,Elite,Elites,Series 66,AJ Styles,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 66,AJ Styles,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 66/AJ Styles.jpg
Elite418,Mattel,Elite,Elites,Series 66,Kevin Owens,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 66,Kevin Owens,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 66/Kevin Owens.jpg
Elite419,Mattel,Elite,Elites,Series 66,Kevin Owens (Chase),2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 66,Kevin Owens,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 66/Kevin Owens (Chase).jpg
Elite420,Mattel,Elite,Elites,Series 66,Nikki Cross,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 66,Nikki Cross,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 66/Nikki Cross.jpg
Elite421,Mattel,Elite,Elites,Series 66,Erick Rowan,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 66,Erick Rowan,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 66/Erick Rowan.jpg
Elite422,Mattel,Elite,Elites,Series 66,Luke Harper,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 66,Luke Harper,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 66/Luke Harper.jpg
Elite423,Mattel,Elite,Elites,Series 66,Alexander Wolfe,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 66,Alexander Wolfe,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 66/Alexander Wolfe.jpg
Elite424,Mattel,Elite,Elites,Series 67,Randy Orton,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 67,Randy Orton,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 67/Randy Orton.jpg
Elite425,Mattel,Elite,Elites,Series 67,Rey Mysterio,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 67,Rey Mysterio,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 67/Rey Mysterio.jpg
Elite426,Mattel,Elite,Elites,Series 67,Jeff Hardy,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 67,Jeff Hardy,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 67/Jeff Hardy.jpg
Elite427,Mattel,Elite,Elites,Series 67,Jeff Hardy (Chase),2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 67,Jeff Hardy,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 67/Jeff Hardy (Chase).jpg
Elite428,Mattel,Elite,Elites,Series 67,Velveteen Dream,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 67,Velveteen Dream,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 67/Velveteen Dream.jpg
Elite429,Mattel,Elite,Elites,Series 67,Shayna Baszler,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 67,Shayna Baszler,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 67/Shayna Baszler.jpg
Elite430,Mattel,Elite,Elites,Series 67,Cedric Alexander,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 67,Cedric Alexander,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 67/Cedric Alexander.jpg
Elite431,Mattel,Elite,Elites,Series 68,Daniel Bryan,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 68,Daniel Bryan,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 68/Daniel Bryan.jpg
Elite432,Mattel,Elite,Elites,Series 68,Brie Bella,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 68,Brie Bella,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 68/Brie Bella.jpg
Elite433,Mattel,Elite,Elites,Series 68,Undertaker,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 68,Undertaker,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 68/Undertaker.jpg
Elite434,Mattel,Elite,Elites,Series 68,Braun Strowman,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 68,Braun Strowman,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 68/Braun Strowman.jpg
Elite435,Mattel,Elite,Elites,Series 68,Roman Reigns,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 68,Roman Reigns,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 68/Roman Reigns.jpg
Elite436,Mattel,Elite,Elites,Series 68,King Mabel,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 68,King Mabel,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 68/King Mabel.jpg
Elite437,Mattel,Elite,Elites,Series 68,King Mabel (Chase),2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 68,King Mabel,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 68/King Mabel (Chase).jpg
Elite438,Mattel,Elite,Elites,Series 68,Pat Patterson,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 68,Pat Patterson,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 68/Pat Patterson.jpg
Elite439,Mattel,Elite,Elites,Series 69,Bobby Lashley,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 69,Bobby Lashley,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 69/Bobby Lashley.jpg
Elite440,Mattel,Elite,Elites,Series 69,Tommaso Ciampa,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 69,Tommaso Ciampa,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 69/Tommaso Ciampa.jpg
Elite441,Mattel,Elite,Elites,Series 69,Ricochet,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 69,Ricochet,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 69/Ricochet.jpg
Elite442,Mattel,Elite,Elites,Series 69,Ali,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 69,Ali,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 69/Ali.jpg
Elite443,Mattel,Elite,Elites,Series 69,Ali (Chase),2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 69,Ali,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 69/Ali (Chase).jpg
Elite444,Mattel,Elite,Elites,Series 69,The Miz,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 69,The Miz,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 69/The Miz.jpg
Elite445,Mattel,Elite,Elites,Series 69,Rey Mysterio,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 69,Rey Mysterio,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 69/Rey Mysterio.jpg
Elite446,Mattel,Elite,Elites,Series 69,The Rock,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 69,The Rock,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 69/The Rock.jpg
Elite447,Mattel,Elite,Elites,Series 69,Sonya Deville,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 69,Sonya Deville,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 69/Sonya Deville.jpg
Elite448,Mattel,Elite,Elites,Series 69,Liv Morgan,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 69,Liv Morgan,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 69/Liv Morgan.jpg
Elite449,Mattel,Elite,Elites,Series 70,Vince McMahon,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 70,Vince McMahon,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 70/Vince McMahon.jpg
Elite450,Mattel,Elite,Elites,Series 70,Seth Rollins,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 70,Seth Rollins,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 70/Seth Rollins.jpg
Elite451,Mattel,Elite,Elites,Series 70,Finn Balor,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 70,Finn Balor,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 70/Finn Balor.jpg
Elite452,Mattel,Elite,Elites,Series 70,Johnny Gargano,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 70,Johnny Gargano,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 70/Johnny Gargano.jpg
Elite453,Mattel,Elite,Elites,Series 70,EC3,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 70,EC3,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 70/EC3.jpg
Elite454,Mattel,Elite,Elites,Series 70,Dolph Ziggler,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 70,Dolph Ziggler,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 70/Dolph Ziggler.jpg
Elite455,Mattel,Elite,Elites,Series 70,Dolph Ziggler (Chase),2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 70,Dolph Ziggler,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 70/Dolph Ziggler (Chase).jpg
Elite456,Mattel,Elite,Elites,Series 70,Gerald Brisco,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 70,Gerald Brisco,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 70/Gerald Brisco.jpg
Elite457,Mattel,Elite,Elites,Series 71,Drew McIntyre,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 71,Drew McIntyre,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 71/Drew McIntyre.jpg
Elite458,Mattel,Elite,Elites,Series 71,Big Show,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 71,Big Show,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 71/Big Show.jpg
Elite459,Mattel,Elite,Elites,Series 71,Nikki Bella,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 71,Nikki Bella,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 71/Nikki Bella.jpg
Elite460,Mattel,Elite,Elites,Series 71,Nikki Bella (Chase),2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 71,Nikki Bella,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 71/Nikki Bella (Chase).jpg
Elite461,Mattel,Elite,Elites,Series 71,John Cena,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 71,John Cena,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 71/John Cena.jpg
Elite462,Mattel,Elite,Elites,Series 71,Jeff Hardy,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 71,Jeff Hardy,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 71/Jeff Hardy.jpg
Elite463,Mattel,Elite,Elites,Series 71,Adam Cole,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 71,Adam Cole,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 71/Adam Cole.jpg
Elite464,Mattel,Elite,Elites,Series 71,Kassius Ohno (Chase),2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 71,Kassius Ohno,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 71/Kassius Ohno (Chase).jpg
Elite465,Mattel,Elite,Elites,Series 71,Paige,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 71,Paige,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 71/Paige.jpg
Elite466,Mattel,Elite,Elites,Series 72,Becky Lynch,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 72,Becky Lynch,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 72/Becky Lynch.jpg
Elite467,Mattel,Elite,Elites,Series 72,Batista,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 72,Batista,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 72/Batista.jpg
Elite468,Mattel,Elite,Elites,Series 72,Rey Mysterio,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 72,Rey Mysterio,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 72/Rey Mysterio.jpg
Elite469,Mattel,Elite,Elites,Series 72,Velveteen Dream,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 72,Velveteen Dream,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 72/Velveteen Dream.jpg
Elite470,Mattel,Elite,Elites,Series 72,Roderick Strong,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 72,Roderick Strong,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 72/Roderick Strong.jpg
Elite471,Mattel,Elite,Elites,Series 72,Buddy Murphy,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 72,Buddy Murphy,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 72/Buddy Murphy.jpg
Elite472,Mattel,Elite,Elites,Series 72,Buddy Murphy (Chase),2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 72,Buddy Murphy,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 72/Buddy Murphy (Chase).jpg
Elite473,Mattel,Elite,Elites,Series 73,Triple H,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 73,Triple H,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 73/Triple H.jpg
Elite474,Mattel,Elite,Elites,Series 73,Daniel Bryan,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 73,Daniel Bryan,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 73/Daniel Bryan.jpg
Elite475,Mattel,Elite,Elites,Series 73,Aleister Black,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 73,Aleister Black,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 73/Aleister Black.jpg
Elite476,Mattel,Elite,Elites,Series 73,Elias,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 73,Elias,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 73/Elias.jpg
Elite477,Mattel,Elite,Elites,Series 73,Gran Metalik,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 73,Gran Metalik,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 73/Gran Metalik.jpg
Elite478,Mattel,Elite,Elites,Series 73,Gran Metalik (Chase),2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 73,Gran Metalik,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 73/Gran Metalik (Chase).jpg
Elite479,Mattel,Elite,Elites,Series 74,Natalya,2019,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 74,Natalya,2019,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 74/Natalya.jpg
Elite480,Mattel,Elite,Elites,Series 74,Finn Balor,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 74,Finn Balor,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 74/Finn Balor.jpg
Elite481,Mattel,Elite,Elites,Series 74,AJ Styles,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 74,AJ Styles,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 74/AJ Styles.jpg
Elite482,Mattel,Elite,Elites,Series 74,Goldberg,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 74,Goldberg,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 74/Goldberg.jpg
Elite483,Mattel,Elite,Elites,Series 74,Andrade,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 74,Andrade,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 74/Andrade.jpg
Elite484,Mattel,Elite,Elites,Series 74,Lince Dorado,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 74,Lince Dorado,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 74/Lince Dorado.jpg
Elite485,Mattel,Elite,Elites,Series 74,Lince Dorado (Chase),2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 74,Lince Dorado,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 74/Lince Dorado (Chase).jpg
Elite486,Mattel,Elite,Elites,Series 75,Pete Dunne,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 75,Pete Dunne,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 75/Pete Dunne.jpg
Elite487,Mattel,Elite,Elites,Series 75,Seth Rollins,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 75,Seth Rollins,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 75/Seth Rollins.jpg
Elite488,Mattel,Elite,Elites,Series 75,Jeff Hardy,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 75,Jeff Hardy,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 75/Jeff Hardy.jpg
Elite489,Mattel,Elite,Elites,Series 75,The Hurricane,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 75,The Hurricane,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 75/The Hurricane.jpg
Elite490,Mattel,Elite,Elites,Series 75,The Hurricane (Chase),2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 75,The Hurricane,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 75/The Hurricane (Chase).jpg
Elite491,Mattel,Elite,Elites,Series 75,Kalisto,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 75,Kalisto,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 75/Kalisto.jpg
Elite492,Mattel,Elite,Elites,Series 75,Mandy Rose,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 75,Mandy Rose,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 75/Mandy Rose.jpg
Elite493,Mattel,Elite,Elites,Series 76,Otis,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 76,Otis,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 76/Otis.jpg
Elite494,Mattel,Elite,Elites,Series 76,Tucker,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 76,Tucker,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 76/Tucker.jpg
Elite495,Mattel,Elite,Elites,Series 76,John Cena,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 76,John Cena,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 76/John Cena.jpg
Elite496,Mattel,Elite,Elites,Series 76,Lacey Evans,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 76,Lacey Evans,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 76/Lacey Evans.jpg
Elite497,Mattel,Elite,Elites,Series 76,Braun Strowman,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 76,Braun Strowman,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 76/Braun Strowman.jpg
Elite498,Mattel,Elite,Elites,Series 76,Christian,2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 76,Christian,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 76/Christian.jpg
Elite499,Mattel,Elite,Elites,Series 76,Christian (Chase),2020,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 76,Christian,2020,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 76/Christian (Chase).jpg
